binomial,family,scientific_name_full,life_form,af_status,n_records_af,ornamental_or_cultivated,endemism_level_pct,endemism_group,endemism_bf2020,records_inside_af,records_outside_af,py_threat_category,ar_threat_category,ar_endemic_category,uses,is_timber,lqv_25km_documented,lqv_25km_sources,lqv_25km_occurrences,lqv_vernacular,lqv_iucn
Alsophila cuspidata,Cyatheaceae,Alsophila cuspidata (Kunze) D.S.Conant,tree,probable occurrence in the AF,163,,,,,,,en_peligro,,,,,,,,,
Alsophila setosa,Cyatheaceae,Alsophila setosa Kaulf.,tree,confirmed,223,NA,96.93,near_endemic,Endemic,168,4,,,,,,,,,,
Alsophila sternbergii,Cyatheaceae,Alsophila sternbergii (Sternb.) D.S.Conant,tree,confirmed,125,NA,70.11,widespread,Not endemic,71,27,,,,,,,,,,
Alvimia auriculata,Poaceae,Alvimia auriculata Soderstr. & Londono,tree,confirmed,12,NA,100.0,pure_endemic,Endemic,7,0,,,,,,,,,,
Alvimia gracilis,Poaceae,Alvimia gracilis Soderstr. & Londono,tree,confirmed,20,NA,100.0,pure_endemic,Endemic,16,0,,,,,,,,,,
Alvimia lancifolia,Poaceae,Alvimia lancifolia Soderstr. & Londono,tree,confirmed,19,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Amaioua glomerulata,Rubiaceae,Amaioua glomerulata (Lam. ex Poir.) Delprete & C.Persson,tree,new to AF,234,NA,6.76,occasional,Not in the AF,11,158,,,,,,,,,,
Amaioua guianensis,Rubiaceae,Amaioua guianensis Aubl.,tree,confirmed,537,NA,24.57,widespread,Not endemic,127,333,,,,,,,,,,
Amaioua intermedia,Rubiaceae,Amaioua intermedia Mart. ex Schult. & Schult.f.,tree,confirmed,451,NA,71.73,widespread,Not endemic,276,99,,,,,,,,,,
Amaioua pilosa,Rubiaceae,Amaioua pilosa K.Schum.,tree,confirmed,18,NA,92.31,near_endemic,Endemic,12,1,,,,,,,,,,
Amanoa guianensis,Phyllanthaceae,Amanoa guianensis Aubl.,tree,confirmed,293,NA,13.16,widespread,Not endemic,48,188,,,,,,,,,,
Amburana cearensis,Fabaceae,Amburana cearensis (Allemao) A.C.Sm.,tree,confirmed,207,NA,16.67,widespread,Not endemic,22,129,en_peligro,,,timber,yes,,,,,
Amelichloa ambigua,,Amelichloa ambigua,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Amomyrtus luma,,Amomyrtus luma,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Ampelocera glabra,Ulmaceae,Ampelocera glabra Kuhlm.,tree,confirmed,40,NA,100.0,pure_endemic,Not endemic,37,2,,,,,,,,,,
Amphirrhox longifolia,Violaceae,Amphirrhox longifolia (A.St.-Hil.) Spreng.,tree,confirmed,327,NA,26.81,widespread,Not endemic,59,207,,,,,,,,,,
Anacardium humile,Anacardiaceae,Anacardium humile A.St.-Hil.,tree,confirmed,469,NA,14.74,widespread,Not endemic,37,294,,,,food,,,,,,
Anacardium occidentale,Anacardiaceae,Anacardium occidentale L.,tree,confirmed,1026,cultivated,28.09,widespread,Not endemic,206,521,,,,alcohol | essential_oils | fibres | fodder | food | fuel | lipids | medicinal | poison | resins_gums | timber,yes,,,,,
Anadenanthera colubrina,Fabaceae,Anadenanthera colubrina (Vell.) Brenan,tree,confirmed,1804,NA,27.77,widespread,Not endemic,371,950,,,,timber,yes,yes,iNat,2,Red Angico,
Anadenanthera macrocarpa,,Anadenanthera macrocarpa,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada,,,,,,,,
Anadenanthera peregrina,Fabaceae,Anadenanthera peregrina (L.) Speg.,tree,confirmed,572,NA,40.42,widespread,Not endemic,162,265,,,,,,,,,,
Anathallis johnsonii,,Anathallis johnsonii,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Anaxagorea dolichocarpa,Annonaceae,Anaxagorea dolichocarpa Sprague & Sandwith,tree,confirmed,578,NA,35.12,widespread,Not endemic,199,301,,,,,,,,,,
Anaxagorea silvatica,Annonaceae,Anaxagorea silvatica R.E.Fr.,tree,confirmed,26,NA,100.0,pure_endemic,Endemic,24,0,,,,,,,,,,
Andira anthelmia,Fabaceae,Andira anthelmia (Vell.) Benth.,tree,confirmed,141,NA,94.85,near_endemic,Not endemic,112,4,,,,,,,,,,
Andira carvalhoi,Fabaceae,Andira carvalhoi R.T.Penn. & H.C.Lima,tree,confirmed,36,NA,100.0,pure_endemic,Endemic,34,0,,,,,,,,,,
Andira cordata,Fabaceae,Andira cordata Arroyo ex R.T.Penn. & H.C.Lima,tree,new to AF,72,NA,6.06,occasional,Not in the AF,1,57,,,,,,,,,,
Andira cujabensis,Fabaceae,Andira cujabensis Benth.,tree,probable occurrence in the AF,177,,,,,,,,,,,,,,,,
Andira fraxinifolia,Fabaceae,Andira fraxinifolia Benth.,tree,confirmed,820,NA,85.9,widespread,Not endemic,583,65,,,,,,,,,,
Andira humilis,Fabaceae,Andira humilis Mart. ex Benth.,tree,new to AF,433,NA,23.72,widespread,Not in the AF,50,204,,,,,,,,,,
Andira inermis,Fabaceae,Andira inermis (W.Wright) DC.,tree,confirmed,578,NA,2.38,occasional,Not endemic,7,400,,,,fodder | food | fuel | medicinal | ornamental | poison | timber,yes,,,,,
Andira legalis,Fabaceae,Andira legalis (Vell.) Toledo,tree,confirmed,109,NA,96.74,near_endemic,Endemic,92,2,,,,,,,,,,
Andira marauensis,Fabaceae,Andira marauensis N.F.Mattos,tree,confirmed,15,NA,100.0,pure_endemic,Endemic,15,0,,,,,,,,,,
Andira nitida,Fabaceae,Andira nitida Mart. ex Benth.,tree,confirmed,193,NA,97.96,near_endemic,Endemic,183,3,,,,,,,,,,
Andira ormosioides,Fabaceae,Andira ormosioides Benth.,tree,confirmed,96,NA,95.0,near_endemic,Endemic,76,2,,,,,,,,,,
Andira surinamensis,Fabaceae,Andira surinamensis (Bondt) Splitg. ex Amshoff,tree,new to AF,178,NA,6.57,occasional,Not in the AF,7,109,,,,timber,yes,,,,,
Andira vermifuga,Fabaceae,Andira vermifuga (Mart.) Benth.,tree,confirmed,263,NA,6.42,occasional,Not endemic,9,177,,,,,,,,,,
Andradea floribunda,Nyctaginaceae,Andradea floribunda Allemao,tree,confirmed,28,NA,100.0,pure_endemic,Endemic,24,0,,,,,,,,,,
Andreadoxa flava,Rutaceae,Andreadoxa flava Kallunki,tree,confirmed,13,NA,100.0,pure_endemic,Endemic,11,0,,,,,,,,,,
Andropogon coloratus,,Andropogon coloratus,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Anemopaegma arvense,Bignoniaceae,Anemopaegma arvense (Vell.) Stellfeld ex de Souza,shrub,confirmed,296,NA,9.14,occasional,Not endemic,23,196,,,,medicinal,,,,,,
Angelphytum hieronymi,,Angelphytum hieronymi,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Angostura bracteata,Rutaceae,Angostura bracteata (Nees & Mart.) Kallunki,tree,confirmed,68,NA,99.15,near_endemic,Endemic,55,0,,,,,,,,,,
Aniba canelilla,Lauraceae,Aniba canelilla (Kunth) Mez,tree,confirmed,108,NA,14.08,widespread,Not endemic,10,73,,,,timber,yes,,,,,
Aniba desertorum,Lauraceae,Aniba desertorum (Nees) Mez,tree,new to AF,78,NA,12.87,widespread,Not in the AF,2,44,,,,,,,,,,
Aniba firmula,Lauraceae,Aniba firmula (Nees & Mart.) Mez,tree,confirmed,477,NA,96.29,near_endemic,Not endemic,402,15,,,,,,,,,,
Aniba heringeri,Lauraceae,Aniba heringeri Vattimo-Gil,tree,new to AF,116,NA,12.2,widespread,Not in the AF,9,91,,,,,,,,,,
Aniba intermedia,Lauraceae,Aniba intermedia (Meisn.) Mez,tree,confirmed,53,NA,100.0,pure_endemic,Not endemic,50,0,,,,,,,,,,
Aniba pedicellata,Lauraceae,Aniba pedicellata Kosterm.,tree,confirmed,1,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,
Aniba viridis,Lauraceae,Aniba viridis Mez,tree,confirmed,58,NA,100.0,pure_endemic,Endemic,56,0,,,,,,,,,,
Anisacanthus trilobus,Acanthaceae,Anisacanthus trilobus Lindau,shrub,new to AF,55,NA,7.46,occasional,Not in the AF,2,35,,,,,,,,,,
Anisocapparis speciosa,Capparaceae,Anisocapparis speciosa (Griseb.) Cornejo & Iltis,tree,new to AF,159,NA,1.27,occasional,Not in the AF,1,116,,,,,,,,,,
Annona acutiflora,Annonaceae,Annona acutiflora Mart.,tree,confirmed,76,NA,100.0,pure_endemic,Endemic,76,0,,,,,,,,,,
Annona amambayensis,,Annona amambayensis,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,
Annona bahiensis,Annonaceae,Annona bahiensis (Maas & Westra) H.Rainer,tree,confirmed,37,NA,100.0,pure_endemic,Endemic,36,0,,,,,,,,,,
Annona cacans,Annonaceae,Annona cacans Warm.,tree,confirmed,155,NA,87.71,widespread,Endemic,104,9,,,,,,,,,,
Annona calophylla,Annonaceae,Annona calophylla R. E. Fr.,shrub,not in the BF.2020,16,NA,100.0,pure_endemic,NA,7,0,,,,,,,,,,
Annona campestris,Annonaceae,Annona campestris R. E. Fr.,tree?,not in the BF.2020,18,NA,100.0,pure_endemic,NA,17,0,,,,,,,,,,
Annona coriacea,Annonaceae,Annona coriacea Mart.,tree,new to AF,392,NA,17.61,widespread,Not in the AF,44,230,,,,,,,,,,
Annona crassiflora,Annonaceae,Annona crassiflora Mart.,tree,new to AF,163,NA,7.33,occasional,Not in the AF,16,120,,,,food,,,,,,
Annona crotonifolia,Annonaceae,Annona crotonifolia Mart.,tree,new to AF,24,NA,31.25,widespread,Not in the AF,5,11,,,,,,,,,,
Annona dioica,Annonaceae,Annona dioica A.St.-Hil.,shrub,new to AF,179,NA,12.1,widespread,Not in the AF,15,97,,,,,,,,,,
Annona dolabripetala,Annonaceae,Annona dolabripetala Raddi,tree,confirmed,685,NA,92.86,near_endemic,Endemic,567,28,,,,,,,,,,
Annona emarginata,Annonaceae,Annona emarginata (Schltdl.) H.Rainer,tree,confirmed,888,NA,52.87,widespread,Not endemic,344,274,,,,,,yes,GBIF|iNat,40,Araticú,
Annona exsucca,Annonaceae,Annona exsucca DC.,tree,probable occurrence in the AF,407,,,,,,,,,,,,,,,,
Annona ferruginea,Annonaceae,Annona ferruginea (R.E.Fr.) H.Rainer,tree,confirmed,6,NA,100.0,pure_endemic,Endemic,3,0,,,,,,,,,,
Annona glabra,Annonaceae,Annona glabra L.,tree,confirmed,396,NA,46.44,widespread,Not endemic,138,169,,,,,,,,,,
Annona glaucophylla,Annonaceae,Annona glaucophylla R.E.Fr.,shrub?,new to AF,32,NA,20.0,widespread,Not in the AF,1,4,,,,,,,,,,
Annona leptopetala,Annonaceae,Annona leptopetala (R.E.Fr.) H.Rainer,tree,new to AF,300,NA,12.93,widespread,Not in the AF,8,170,,,,,,,,,,
Annona maritima,Annonaceae,Annona maritima (Zachia) H.Rainer,tree,confirmed,72,NA,83.5,widespread,Endemic,41,2,,,,,,,,,,
Annona montana,Annonaceae,Annona montana Macfad.,tree,confirmed,232,NA,31.67,widespread,Not endemic,60,138,,,,,,,,,,
Annona monticola,Annonaceae,Annona monticola Mart.,shrub,probable occurrence in the AF,100,,,,,,,,,,,,,,,,
Annona mucosa,Annonaceae,Annona mucosa Jacq.,tree,confirmed,668,NA,23.68,widespread,Not endemic,114,347,,,,food,,,,,,
Annona neosalicifolia,Annonaceae,Annona neosalicifolia H.Rainer,tree,confirmed,398,NA,64.06,widespread,Not endemic,215,92,,,,,,,,,,
Annona neosericea,Annonaceae,Annona neosericea H.Rainer,tree,confirmed,104,NA,100.0,pure_endemic,Endemic,97,2,,,,,,,,,,
Annona nutans,Annonaceae,Annona nutans (R.E.Fr.) R.E.Fr.,shrub,new to AF,143,NA,6.45,occasional,Not in the AF,2,69,,,,,,yes,iNat,1,,
Annona parviflora,Annonaceae,Annona parviflora (A.St.-Hil.) H.Rainer,tree,confirmed,50,NA,97.44,near_endemic,Endemic,41,1,,,,,,,,,,
Annona pickelii,Annonaceae,Annona pickelii (Diels) H.Rainer,tree,confirmed,49,NA,90.79,near_endemic,Endemic,35,1,,,,,,,,,,
Annona rugulosa,Annonaceae,Annona rugulosa (Schltdl.) H.Rainer,tree,confirmed,218,NA,92.88,near_endemic,Endemic,191,11,,,,,,,,,,
Annona saffordiana,Annonaceae,Annona saffordiana R.E.Fr.,shrub,new to AF,13,NA,100.0,pure_endemic,Not in the AF,5,0,,,,,,,,,,
Annona salzmannii,Annonaceae,Annona salzmannii A.DC.,tree,confirmed,93,NA,88.55,near_endemic,Endemic,66,7,,,,,,,,,,
Annona sylvatica,Annonaceae,Annona sylvatica A.St.-Hil.,tree,confirmed,690,NA,72.69,widespread,Not endemic,380,100,,,,,,,,,,
Annona tomentosa,Annonaceae,Annona tomentosa R.E.Fr.,shrub,new to AF,240,NA,5.31,occasional,Not in the AF,10,202,,,,,,,,,,
Annona ubatubensis,Annonaceae,Annona ubatubensis (Maas & Westra) H.Rainer,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,2,0,,,,,,,,,,
Annona vepretorum,Annonaceae,Annona vepretorum Mart.,tree,new to AF,54,NA,10.13,widespread,Not in the AF,1,38,,,,,,,,,,
Annona warmingiana,Annonaceae,Annona warmingiana Mello-Silva & Pirani,shrub,new to AF,57,NA,3.49,occasional,Not in the AF,1,51,,,,,,,,,,
Annona xylopiifolia,Annonaceae,Annona xylopiifolia A.St.-Hil. & Tul.,tree,confirmed,70,NA,95.12,near_endemic,Endemic,43,2,,,,,,,,,,
Anteremanthus piranii,Asteraceae,Anteremanthus piranii Roque & F.A. Santana,tree,probable occurrence in the AF,6,,,,,,,,,,,,,,,,
Anthodiscus amazonicus,Caryocaraceae,Anthodiscus amazonicus Gleason & A.C.Sm.,tree,confirmed,50,NA,21.88,widespread,Not endemic,13,28,,,,,,,,,,
Anthurium santaritense,Araceae,Anthurium santaritense Nadruz & Croat,tree,probable occurrence in the AF,1,,,,,,,,,,,,,,,,
Antonia ovata,Loganiaceae,Antonia ovata Pohl,tree,confirmed,1048,NA,31.25,widespread,Not endemic,35,637,,,,,,,,,,
Aparisthmium cordatum,Euphorbiaceae,Aparisthmium cordatum (A.Juss.) Baill.,tree,confirmed,781,NA,40.33,widespread,Not endemic,274,385,,,,,,,,,,
Apeiba albiflora,Malvaceae,Apeiba albiflora Ducke,tree,confirmed,69,NA,12.82,widespread,Not endemic,17,42,,,,,,,,,,
Apeiba echinata,Malvaceae,Apeiba echinata Gaertn.,tree,new to AF,70,NA,3.03,occasional,Not in the AF,1,55,,,,timber,yes,,,,,
Apeiba tibourbou,Malvaceae,Apeiba tibourbou Aubl.,tree,confirmed,450,NA,3.29,occasional,Not endemic,28,335,,,,,,,,,,
Aphelandra longiflora,Acanthaceae,Aphelandra longiflora (Lindl.) Profice,shrub,confirmed,428,NA,65.94,widespread,Not endemic,232,116,,,,,,,,,,
Apoclada simplex,Poaceae,Apoclada simplex McClure & L.B.Sm.,tree,confirmed,23,NA,100.0,pure_endemic,Endemic,20,0,,,,,,,,,,
Aptandra tubicina,Olacaceae,Aptandra tubicina (Poepp.) Benth. ex Miers,tree,probable occurrence in the AF,176,,,,,,,,,,,,,,,,
Apterokarpos gardneri,Anacardiaceae,Apterokarpos gardneri (Engl.) Rizzini,tree,probable occurrence in the AF,43,,,,,,,,,,,,,,,,
Apuleia leiocarpa,Fabaceae,Apuleia leiocarpa (Vogel) J.F.Macbr.,tree,confirmed,580,NA,52.68,widespread,Not endemic,240,210,amenazada,,,timber,yes,,,,,
Arachis batizocoi,,Arachis batizocoi,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,
Arachis cardenasii,,Arachis cardenasii,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,
Arachis duranensis,,Arachis duranensis,,in PY threat list but not in AF checklist,0,,,,,,,amenazada,,,,,,,,,
Aralia warmingiana,Araliaceae,Aralia warmingiana (Marchal) J.Wen,tree,confirmed,45,NA,35.0,widespread,Not endemic,11,19,,,,,,,,,,
Arapatiella emarginata,Fabaceae,Arapatiella emarginata R.S.Cowan,tree,confirmed,11,NA,100.0,pure_endemic,Endemic,10,0,,,,,,,,,,
Arapatiella psilophylla,Fabaceae,Arapatiella psilophylla (Harms) R.S.Cowan,tree,confirmed,87,NA,100.0,pure_endemic,Endemic,75,0,,,,timber,yes,,,,,
Araucaria angustifolia,Araucariaceae,Araucaria angustifolia (Bertol.) Kuntze,tree,confirmed,519,cultivated,100.0,pure_endemic,Endemic,386,34,en_peligro,Endangered,,food | medicinal | ornamental | timber,yes,,,,,
Araucaria araucana,,Araucaria araucana,,in AR list but not in AF checklist,0,,,,,,,,Vulnerable,,,,,,,,
Ardisia guianensis,Primulaceae,Ardisia guianensis (Aubl.) Mez,tree,confirmed,695,NA,16.28,widespread,Not endemic,89,373,,,,,,,,,,
Ardisia semicrenata,Primulaceae,Ardisia semicrenata Mart.,tree,confirmed,15,NA,91.67,near_endemic,Not endemic,11,3,,,,,,,,,,
Ardisia weberbaueri,Primulaceae,Ardisia weberbaueri Mez,shrub,new to AF,49,NA,3.12,occasional,Not in the AF,1,33,,,,,,,,,,
Aristida multiramea,,Aristida multiramea,,in AR list but not in AF checklist,0,,,,,,,,,"cat4: Plantas restringidas a una sola provincia política, o con áreas reducidas ",,,,,,,
Aristida subulata,,Aristida subulata,,in AR list but not in AF checklist,0,,,,,,,,,"cat2: Plantas abundantes, presentes en sólo una de las grandes unidades fitogeog",,,,,,,
Aristida valida,,Aristida valida,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Aristida vexativa,,Aristida vexativa,,in AR list but not in AF checklist,0,,,,,,,,,cat5: Plantas de distribución restringida (como cat. 4) pero con poblaciones esc,,,,,,,
Aristotelia chilensis,,Aristotelia chilensis,,in AR list but not in AF checklist,0,,,,,,,,Endangered,,,,,,,,
Arrojadoa penicillata,Cactaceae,Arrojadoa penicillata (Gurke) Britton & Rose,shrub,new to AF,44,NA,40.74,widespread,Not in the AF,9,13,,,,,,,,,,
Arrojadoa rhodantha,Cactaceae,Arrojadoa rhodantha (Gurke) Britton & Rose,shrub,new to AF,78,NA,6.67,occasional,Not in the AF,1,49,,,,,,,,,,
Arthrocereus melanurus,Cactaceae,Arthrocereus melanurus (K.Schum.) Diers et al.,shrub,new to AF,22,NA,90.91,near_endemic,Not in the AF,11,0,,,,,,,,,,
Asemeia acuminata,Polygalaceae,Asemeia acuminata (Willd.) J.F.B.Pastore & J.R.Abbott,tree,new to AF,124,NA,24.66,widespread,Not in the AF,18,55,,,,,,,,,,
Aspidosperma australe,Apocynaceae,Aspidosperma australe Mull.Arg.,tree,confirmed,261,NA,61.52,widespread,Not endemic,111,63,,Indeterminada,,,,,,,,
Aspidosperma brasiliense,Apocynaceae,Aspidosperma brasiliense A.S.S. Pereira & A.C.D. Castello,tree,probable occurrence in the AF,45,,,,,,,,,,,,,,,,
Aspidosperma compactinervium,Apocynaceae,Aspidosperma compactinervium Kuhlm.,tree,confirmed,20,NA,73.33,widespread,Endemic,13,4,,,,,,,,,,
Aspidosperma cuspa,Apocynaceae,Aspidosperma cuspa (Kunth) Blake,tree,confirmed,244,NA,4.72,occasional,Not endemic,5,135,,,,,,,,,,
Aspidosperma cylindrocarpon,Apocynaceae,Aspidosperma cylindrocarpon Mull.Arg.,tree,confirmed,262,NA,37.97,widespread,Not endemic,67,111,,,,,,,,,,
Aspidosperma desmanthum,Apocynaceae,Aspidosperma desmanthum Benth. ex Mull.Arg.,tree,new to AF,337,NA,3.83,occasional,Not in the AF,8,215,,,,timber,yes,,,,,
Aspidosperma discolor,Apocynaceae,Aspidosperma discolor A.DC.,tree,new to AF,137,NA,19.59,widespread,Not in the AF,22,53,,,,,,,,,,
Aspidosperma dispermum,Apocynaceae,Aspidosperma dispermum Mull.Arg.,tree,new to AF,68,NA,11.11,widespread,Not in the AF,7,34,,,,timber,yes,,,,,
Aspidosperma gomezianum,Apocynaceae,Aspidosperma gomezianum A.DC.,tree,confirmed,48,NA,100.0,pure_endemic,Not endemic,47,0,,,,,,,,,,
Aspidosperma illustre,Apocynaceae,Aspidosperma illustre (Vell.) Kuhlm. & Piraja,tree,confirmed,26,NA,85.0,widespread,Endemic,18,2,,,,,,,,,,
Aspidosperma macrocarpon,Apocynaceae,Aspidosperma macrocarpon Mart. & Zucc.,tree,new to AF,372,NA,1.67,occasional,Not in the AF,1,245,,,,timber,yes,,,,,
Aspidosperma melanocalyx,Apocynaceae,Aspidosperma melanocalyx Müll.Arg.,tree,confirmed,37,NA,48.08,widespread,Not endemic,13,12,,,,,,,,,,
Aspidosperma multiflorum,Apocynaceae,Aspidosperma multiflorum A.DC.,tree,new to AF,155,NA,2.35,occasional,Not in the AF,2,105,,,,,,,,,,
Aspidosperma olivaceum,Apocynaceae,Aspidosperma olivaceum Mull.Arg.,tree,confirmed,278,NA,95.81,near_endemic,Endemic,245,6,,,,,,,,,,
Aspidosperma parvifolium,Apocynaceae,Aspidosperma parvifolium A.DC.,tree,confirmed,272,NA,60.28,widespread,Endemic,122,77,,,,,,,,,,
Aspidosperma polyneuron,Apocynaceae,Aspidosperma polyneuron Mull.Arg.,tree,confirmed,248,NA,64.73,widespread,Not endemic,101,64,en_peligro,Endangered,,timber,yes,,,,,
Aspidosperma pyricollum,Apocynaceae,Aspidosperma pyricollum Mull.Arg.,tree,confirmed,210,NA,93.94,near_endemic,Endemic,176,11,,,,,,,,,,
Aspidosperma pyrifolium,Apocynaceae,Aspidosperma pyrifolium Mart. & Zucc.,tree,new to AF,564,NA,6.86,occasional,Not in the AF,19,376,,,,timber,yes,,,,,
Aspidosperma quebracho-blanco,,Aspidosperma quebracho-blanco,,in AR list but not in AF checklist,0,,,,,,,,Actively decreasing in the Cordoba province,,,,,,,,
Aspidosperma ramiflorum,Apocynaceae,Aspidosperma ramiflorum Mull.Arg.,tree,confirmed,110,NA,83.97,widespread,Not endemic,68,7,,,,,,,,,,
Aspidosperma riedelii,Apocynaceae,Aspidosperma riedelii Mull.Arg.,tree,confirmed,77,NA,28.16,widespread,Not endemic,14,38,,,,,,,,,,
Aspidosperma spruceanum,Apocynaceae,Aspidosperma spruceanum Benth. ex Mull.Arg.,tree,new to AF,335,NA,12.28,widespread,Not in the AF,31,227,,,,,,,,,,
Aspidosperma subincanum,Apocynaceae,Aspidosperma subincanum Mart.,tree,confirmed,328,NA,7.09,occasional,Not endemic,18,234,,,,,,,,,,
Aspidosperma thomasii,Apocynaceae,Aspidosperma thomasii Marc.-Ferr.,tree,confirmed,8,NA,100.0,pure_endemic,Endemic,8,0,,,,,,,,,,
Aspidosperma tomentosum,Apocynaceae,Aspidosperma tomentosum Mart.,tree,new to AF,4,NA,,,,,,,,,timber,yes,,,,,
Aspidosperma ulei,Apocynaceae,Aspidosperma ulei Markgr.,tree,probable occurrence in the AF,29,,,,,,,,,,,,,,,,
Asplenium argentinum,,Asplenium argentinum,,in AR list but not in AF checklist,0,,,,,,,,,"cat3: Plantas comunes, aunque no abundantes en una o más de las unidades fitogeo",,,,,,,
Astrocaryum aculeatissimum,Arecaceae,Astrocaryum aculeatissimum (Schott) Burret,tree,confirmed,160,NA,100.0,pure_endemic,Endemic,154,0,,,,,,,,,,
Astrocasia jacobinensis,Phyllanthaceae,Astrocasia jacobinensis (Mull.Arg.) G.L.Webster,tree,confirmed,85,NA,64.95,widespread,Not endemic,31,22,,,,,,,,,,
Astronium balansae,,Astronium balansae,,in PY threat list but not in AF checklist,0,,,,,,,en_peligro,,,,,,,,,
Astronium concinnum,Anacardiaceae,Astronium concinnum Schott,tree,confirmed,55,NA,81.08,widespread,Not endemic,37,4,,,,,,,,,,
Astronium fraxinifolium,Anacardiaceae,Astronium fraxinifolium Schott,tree,confirmed,229,NA,6.04,occasional,Not endemic,12,144,,,,timber,yes,,,,,
Astronium glaziovii,Anacardiaceae,Astronium glaziovii Mattick,tree,confirmed,10,NA,100.0,pure_endemic,Not endemic,10,0,,,,,,,,,,
Astronium graveolens,Anacardiaceae,Astronium graveolens Jacq.,tree,confirmed,279,NA,24.38,widespread,Not endemic,68,173,,,,timber,yes,,,,,
Astronium nelson-rosae,Anacardiaceae,Astronium nelson-rosae Santin,tree,confirmed,11,NA,9.09,occasional,Not endemic,1,10,,,,,,,,,,
Astronium urundeuva,,Astronium urundeuva,,in AR list but not in AF checklist,0,,,,,,,,Indeterminada (maybe Vulnerable),,medicinal | timber,yes,,,,,
Ateleia glazioveana,Fabaceae,Ateleia glazioveana Baill.,tree,confirmed,78,NA,98.31,near_endemic,Endemic,62,1,en_peligro,,,timber,yes,,,,,
Ateleia guaraya,Fabaceae,Ateleia guaraya Herzog,tree,new to AF,47,NA,3.64,occasional,Not in the AF,1,35,,,,,,,,,,
Ateleia venezuelensis,Fabaceae,Ateleia venezuelensis Mohlenbr.,tree,confirmed,3,NA,100.0,pure_endemic,Endemic,1,0,,,,,,,,,,
Athenaea angustifolia,Solanaceae,Athenaea angustifolia (Alm.-Lafeta) I.M.C. Rodrigues & Stehmann,shrub,confirmed,9,NA,100.0,pure_endemic,Endemic,9,0,,,,,,,,,,
